"Tree","Role","RelativePath","Length","SHA256","Classification"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_ORIGINAL_COMPARE","Phase 22A Fix 1 comparison snapshot","05_Calibration_Data\pump_A_calibration.csv","65","BCD7B1C82803F4332DA3196F66EF9EB5F08ADDEE9576309558900336272D8635","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_ORIGINAL_COMPARE","Phase 22A Fix 1 comparison snapshot","05_Calibration_Data\pump_B_calibration.csv","65","BCD7B1C82803F4332DA3196F66EF9EB5F08ADDEE9576309558900336272D8635","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_ORIGINAL_COMPARE","Phase 22A Fix 1 comparison snapshot","05_Calibration_Data\tds_calibration.csv","64","2991E8B145E4AC2938D53C6B156B8D995DF3A8DCB165E9E47B65EFA06E2762F9","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_ORIGINAL_COMPARE","Phase 22A Fix 1 comparison snapshot","CODEX_PHASE21_FIX1_FINAL_REPORT.md","22424","4BE903CFBAACBFA81448B37A3A4EB5148E2863EE03D0D72CE5D4507F26CDF9A8","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_ORIGINAL_COMPARE","Phase 22A Fix 1 comparison snapshot","CODEX_PHASE21_FIX2_FINAL_REPORT.md","15051","398352EC2E21719D69554F0C035277958478ACFC20079E321F98935F443E08F6","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_ORIGINAL_COMPARE","Phase 22A Fix 1 comparison snapshot","README.md","3988","338C85E678F3CBE474C679B514EB9B6328F74B86E4E3D821A428C4EA3B8D56EF","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight",".gitignore","123","F379F95572C48499A809F91DDBB97FFE4A5A97F766D0BC90D052CD59B10F912F","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\archive\phase20\PHASE_20B_REVIEW_PACKAGE.md","36202","2D6F0CD39ABA4CA807ED4ED9C687178CCA5B47F6340F7D21EB664A22639DBB89","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\archive\phase20\PHASE_20C_REVIEW_PACKAGE.md","8453","30775835E4EDAF68D53010CB637DE3BF2536E3F31BD3D85EA9963A8015D9FBDA","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\archive\phase20\PHASE_20D_REVIEW_PACKAGE.md","5035","87D317833B52E132C42B04BEAF71C3BDC26F0F9A027F426945ABB53138B93987","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\CODEX_INSTRUCTIONS.md","1026","C617F0928988182A86B58480F3E72EA35CB3549FFFFE0111924C22E28F7931C6","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\Database_Schema.md","3751","9D46A5C57212FE71A6F89CE4C3C5BC94CA74D8D51B2B0BC5C5F7772DB663EA60","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\DEMO_CHECKLIST_AUTO_DOSING.md","4897","FAF24107744BB8F5921C6D29064F1C1A34AA437B32D940577AFE8B82203B9193","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\EC_TDS_Calibration.md","2027","0178EE22BE9F5FF8C53481C80EA5DE977EB1B080917E59FC0B335F617C75D31B","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\MAIN_REPORT_PHASE20D_DOCX_UPDATE_REVIEW.md","6298","F9E2A07AC226B897D80AF89C58684A7C1C34E31ABB04B9A1B314189A1DA3C302","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\MQTT_Topics.md","665","8C31A1DB609C1AED5945F9D50EC909F4FAD32FC4193E2CCDA54755B95519DEC7","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\Payload_Format.md","2984","3A1BE20708ED89BA9BEB80F54A6B11FBA08E048C44E3CD08B20814D28FEFD9DD","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\Pin_Map.md","3896","07D5A0BDBF392D51443A56C6BC1215EFFE91016556DD9EAF529196D949895043","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\PROJECT_PLAN.md","2724","EE634CF620E3F7254B129AA1EAFD9B3118080EA1FF349C274AC2E9156665EAE2","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\PROJECT_STATUS_REPORT.md","35041","FD8CC79A12F81937AE754BF7C83028161DE625F83123096A1BCB5288579C2D8D","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\Pump_Calibration.md","613","CEF3D80D7980F343E796C4E47B40D61F94F00414D639ED47D040F2560C8A49C3","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\Telemetry_Identity_Shadow_Mode.md","8695","0B020EAC2174E2EDF2969CF71F16A242685FE71154AAD30FAE5BCD9F6A4C27DD","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","00_Docs\Wiring_Checklist.md","3342","468C0C88695AE92B9FEE3A728E6058018C1889563E83E9BF3CD85BCA140E8642","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","01_ESP32_Test_Sketches\T01_Blink_Serial\T01_Blink_Serial.ino","1661","4DBB0C2556B96387EBA1F9DC14A5906940B8AF712EF2BBA86910AC0DF2DD56A9","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","01_ESP32_Test_Sketches\T02_TDS_SEN0244_Test\T02_TDS_SEN0244_Test.ino","2178","99D8F184E8241DAF2EC144FFEDB5D882BDD764A611CD6AF66186E0790D573BD8","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","01_ESP32_Test_Sketches\T03_DS18B20_Test\T03_DS18B20_Test.ino","2082","8B8BBFA7E14431B5D86473A5984B272C5259DED467A6829A8FF041A21A527448","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","01_ESP32_Test_Sketches\T04_Water_Level_Float_Test\T04_Water_Level_Float_Test.ino","1737","1EC62F615A8AE082EDA037DC036633977B751F7E0C470D90120D87BD11DC6EC8","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","01_ESP32_Test_Sketches\T05_MOSFET_4CH_Test\T05_MOSFET_4CH_Test.ino","3459","88C2792CA4B021E438ED17522D37F5464F2CBB90678D0A57E3A2744F6AD20496","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","01_ESP32_Test_Sketches\T06_Pump_Main_Test\T06_Pump_Main_Test.ino","2238","513FC2855A4769D7E0246DAC1C5112371C2D93E72721F91229A26AF6094A0F8B","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","01_ESP32_Test_Sketches\T07_Pump_A_B_Test\T07_Pump_A_B_Test.ino","3593","A2476AE79A3136131AE7EAEFAEDF60EE5252D0B1D54F441F87663D073074D8BB","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","01_ESP32_Test_Sketches\T08_All_Hardware_Test\T08_All_Hardware_Test.ino","9623","A7B8DB2AA5B4EB871A4CD9854C32EBBA8CE7BEBCB72ABADCEFC700E34834F341","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\ActuatorSafety.h","325","FEF0AE966FD0003441633573FA2EC625C2459FEF73EF64651806AA1C6A173688","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\BuildProfile.h","711","3F57C6CE61360156956189C1C4D949F4442DD9C31AAD80C6CF3A4411CED86CE3","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\Config.h","2231","22C2A93F4ECC08BF962BD2BEE07BC708495A99A7CD0807BFB0C28E16AF4AD6FC","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\Hydroponic_Device001.ino","20697","11BFCCE0ACC536A2D4506EA43060D02133772975785A136BD3C9B696087A304C","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\MqttService.cpp","3909","A351B05702F6CB219AD5B89E29005D928FB7CFCE04D628E32A2DCA7527F96161","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\MqttService.h","403","51D157967BA38D8B9C9024E834BE12B2CDA96B03CD4CA2895A1143A8AED7A074","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\PayloadBuilder.cpp","5161","8C9E67312BF2E9BEB9811EE11BBC3D6C918C0E6A2EAEEE1800146989B651A984","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\PayloadBuilder.h","509","45D95972695910141E9F7EECF4D59638AD6681BD5452746DC261AEFDB4EDA17E","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\Pumps.cpp","1839","E4920CB3326DBED6C66444E415D9AD43AC394E476B266F95A65B0CB8736D5CD3","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\Pumps.h","298","D90CB5C07214637EB5D567321E0D2F6CDAFB1149B53F3C08553AD1F43886B8F8","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\Secrets.h.example","424","9F924ADB3E3C413A4E904CFEACA0E6B12BD44FAE82892238C754CF3370E72746","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\SecretsStage1.h.example","437","F48ADD9EDE1895D4232C1A54DB0E8AF1986FB174A965EABC32C0A4EF514CCBE4","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\Sensors.cpp","4155","67A312838D90C18A405007E9304EFB34FB97AD5C7DA5975E5FD4AE1DBF006A30","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\Sensors.h","378","D633339E34E947574976A5FD4B4A174DB0ACA0389B5F37C6290F3D9D99C3DAF1","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\TelemetryIdentity.cpp","1068","BE2651EE8C950D9EAF6514FD6ECEFE4A26699B347232D86D14D5C9066B2799C9","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\TelemetryIdentity.h","402","6FB7B85FCB3AC66E1F82BF88B021A384A29B81072469DDB3E76043B65C3AC365","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\TelemetryPublishState.h","768","51DCFDCB23495800B0998F362B38814DA4AEED5A059D7B2D84EECF4CB62E5EBE","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","02_ESP32_Main_Firmware\Hydroponic_Device001\TelemetrySequence.h","390","8DFB502DB6E99107F62FE5FE5CB4A9513E167961E630F99F249D64C9ACD9CCB9","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\.env.example","976","D8BFAB953504CAC7BB93DCA1684E6862D052AD874C71CCF0810873743A8D8391","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\package.json","571","DB66DFD64350B6D148281DAC7F7F83E7433B5910AB54BC585DBF85F43C255529","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\package-lock.json","56295","F8CD984BD4AD8DE411132064FF00ED0ACC4C8D4B8BB9E3531323BCFA8D0D7E63","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\public\app.js","74231","890C4C4E156B5CD71BCF8711329449E2ADC4C6DB3CC74D8A3E3CAA82B1377740","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\public\index.html","55237","F3FAD8E4CF20D52A67B8A2404A3755B06FCC595E7FECDB2866E8D613662E9137","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\public\styles.css","15274","9AC434109D9A4D8EE945A9E5C802E481FC673CE04ADFBF43D0EDF3119DEB344C","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\README.md","32807","54441301820FA8540DB8DDFA3FD640A6A40C79964B269918DE001838F2617FCD","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\scripts\migrateLegacyTdsCalibrations.js","2476","F69DD0618E67B9CFCF8EC5E8B5D6A3429C9BF61CE49B875214C7FB9047649F75","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\config\phase22Config.js","748","26BA55A693FEF9F48EFE5AE1F315B7A8093D098E6111AA080374B6039049FD4C","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\config\tdsQualityConfig.js","1767","D080F4AB45FF37407C44FBE862C9A2BCCF4F99AC98F83AFB510BB721B880C765","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\httpServer.js","1461","6705B7B0E1317A2EB235FA1DD9625EBA4BEA217844C6BBAD84D8D7EF48109144","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\index.js","1143","C1D7AAFB9B7467E4D595CDEFD02E6321E9F6E65E8B203608198BA8E68B626DAC","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\mongoClient.js","4680","B498939A5ADC66B88F59664ED42B0FC103432195C20CAC5B045937B5974C9BBF","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\mqttClient.js","3931","6D038CE1E9DCAA70E483159593103738241AAE76A2D4E0A99B3EEB1536A18ADA","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\routes\deviceRoutes.js","18569","11DCF6B7DC630479F3B1ECB8AC705A5B6AF1B3A0B1D27A21CC682C2E9C9B6A22","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\alertService.js","3768","C97B2176978630542D46F4CC66350C4B318F81F5AD23E6170802BCA821DD955F","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\autoDosingEventService.js","4907","C2678479B4EAB467481ED343CCF671A2686EC2A017AB54BC3B04DCBA83DA57D7","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\autoDosingReadinessService.js","2851","3C4321B5E9E7A239229766B645C2B9959F7459392A2ABC9AF4C28A8D69BEFA84","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\autoDosingService.js","40158","9BD80FF77B08909CE42C685D2CA4725FA812DF3336244D234C681C25AE3CF1C7","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\deviceQueryService.js","1318","12CB9B22D8B5621FD66CDE9F77F5CA90AF47482CDC6530B43ACE7205D1A284F3","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\exportService.js","2883","B70B968CAEE34C784645A135965D1C0AAD6816CFC9F337D835546C0862E737C5","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\nutrientResponseService.js","5276","204C7DC377DCDCB849B24C28D674C3FE1F1A949BBAADFF34EDDEE295E68E4DB3","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\pumpCalibrationService.js","3201","07D83C84968AA1F6CD5412FF292BA3C52889DAB551AD45F3F6AFA080599D0987","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\pumpCommandService.js","3961","B84D4C876F1D4BB14FC68DD82EE9C41E1E8645360E768A44BA7D05763BCBF653","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\pumpLogService.js","4043","57FC9C8598655212921F25CD22E0B354C454D4E8C9AFC6AD4534CA765330751D","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\sensorLogService.js","15023","34D248AE55A79EE2505E4863B03D84C434216BB5244A34A0667C5AFC5AE64A67","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\shadowDosingEngine.js","8002","A14BD4DCBAF1A9EAB7D4226922EF566B3EF440CC9B8425C9C7FFDA8B0B0E0DAE","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\shadowDosingService.js","5067","8138C46184E48D911AA93777CAF8D7A50C9B2E5147B3D9D8530EB44877C7C055","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\tdsCalibrationService.js","28922","70041A46B88828060446072CCC858ACC17CE988CD34883A066B12B2E4BD750A6","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\tdsQualityService.js","6579","7F70509F44BF5EE7B2516CD57663A46A4918317FC87474755F1C26C0472A6F6D","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\telemetryIdentityService.js","5092","2DF83BE7BB2CA8DC7B4CEFD404811A6178C1C62C86D8713A621319A7278D6F55","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\services\telemetryPipelineService.js","591","A29FF8D6047F5074F89D385F4A5FA80EEC2B12897BD05AAFBFDCA6C411CBD077","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\validators\autoDosingSettingsValidator.js","5003","77E0748EEAC7EEFE8083A07D79208F3F922D7EC6D132A83596D35FDD075850F6","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\validators\nutrientResponseTestValidator.js","5701","97DA964F5923A9D8DD1EA6D6F7CA8E96764E1488AC136169E7391D0F5D786E35","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\validators\pumpCalibrationValidator.js","2292","65CDAD783EFDFA0F9B8E6CC88A2627F17A76D9684964D976F06AD0C1E10FC14F","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\validators\pumpCommandValidator.js","2646","70102D24B89F9A83564D08F08CCAC0364C922E629CBB9993B76F19D0742E5288","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\validators\sensorPayloadValidator.js","5960","4E46800CA418E49689057BC83D540B0788C0A37347FF8947D96EF0C55F21E92E","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\validators\tdsCalibrationSetValidator.js","9018","D321879195A40C3838BCA515885E9C16ABDF51FAB6FB8F2DFA617BC4558C6CBC","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\src\validators\tdsCalibrationValidator.js","461","3B58ED004B84369148A91592BE5A9FC58727CC8FB4132BF86615F25308BABCBA","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\staging\.env.staging.example","535","E1868B9CA2A12142BECB38D6F9F0288766CBB0E03104B320A8BDDAC70DC33833","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\staging\Get-StagingStatus.ps1","889","A15AAFC96D2A06B38BB1FED8256B6339846E6F4A014045EA2C27582FAAAC0D3E","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\staging\mosquitto.stage0.conf","145","222ABE58FE275AB78CD1E0C1233DD7A7C71F88B098919F557705815FB46FB85C","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\staging\README.md","1990","3B8F2407C9E4ADBB9D1AF8FDC065F6BEC002AB131F7EE50D175AEAB016FB802E","SourceOrDocumentation"
"Hydroponic_IoT_ESP32_PHASE22A_FIX1_REAUDIT","Latest pre-consolidation source through Stage 1 Preflight","03_Edge_Server\mqtt_backend\staging\Reset-Staging.ps1","714","81667C7BF9238AADCE281BA544A95BCB93367E4EB84C13F700F18E856E047DB3","SourceOrDocumentation"
