"Stage1Path","ConsolidatedPath","Stage1SHA256","ConsolidatedSHA256","Status","Explanation"
"03_Edge_Server\mqtt_backend\staging\README.md","03_Edge_Server\mqtt_backend\staging\README.md","3B8F2407C9E4ADBB9D1AF8FDC065F6BEC002AB131F7EE50D175AEAB016FB802E","3B8F2407C9E4ADBB9D1AF8FDC065F6BEC002AB131F7EE50D175AEAB016FB802E","MATCH",""
"03_Edge_Server\mqtt_backend\staging\Reset-Staging.ps1","03_Edge_Server\mqtt_backend\staging\Reset-Staging.ps1","81667C7BF9238AADCE281BA544A95BCB93367E4EB84C13F700F18E856E047DB3","81667C7BF9238AADCE281BA544A95BCB93367E4EB84C13F700F18E856E047DB3","MATCH",""
"03_Edge_Server\mqtt_backend\staging\runStage0Checks.js","03_Edge_Server\mqtt_backend\staging\runStage0Checks.js","2649C79FBE37D99A053C8B9151F8ADC2A06F0F27DD6F337E9581327945D25B8D","2649C79FBE37D99A053C8B9151F8ADC2A06F0F27DD6F337E9581327945D25B8D","MATCH",""
"03_Edge_Server\mqtt_backend\staging\Stage0.Common.ps1","03_Edge_Server\mqtt_backend\staging\Stage0.Common.ps1","4DA645518CECA9B5BA43E8162025E7E86DD4EEF2363BEC954C7CA3EEBA785E2A","4DA645518CECA9B5BA43E8162025E7E86DD4EEF2363BEC954C7CA3EEBA785E2A","MATCH",""
"03_Edge_Server\mqtt_backend\staging\stage1\.env.stage1.example","03_Edge_Server\mqtt_backend\staging\stage1\.env.stage1.example","41CF33C5CB9DCD73CBFD9116BD0D44A07E5F75AEC3E372C1E4CFDA94C83F366D","D99E104EF5073E1E7B581599DF5314158D8B20105C41BDBD9C187AC86FD2E297","EXPLAINED_CHANGE","Documents Stage 1 alert topic as RESERVED/UNUSED."
"03_Edge_Server\mqtt_backend\staging\stage1\Get-Stage1-Status.ps1","03_Edge_Server\mqtt_backend\staging\stage1\Get-Stage1-Status.ps1","6F2610F231D47EA58A61FDDDA9739394EE5BCC4EEDBB997C0FB5570296173FEB","6F2610F231D47EA58A61FDDDA9739394EE5BCC4EEDBB997C0FB5570296173FEB","MATCH",""
"03_Edge_Server\mqtt_backend\staging\stage1\mosquitto.stage1.conf.example","03_Edge_Server\mqtt_backend\staging\stage1\mosquitto.stage1.conf.example","7B97F282C76A393F591F6B29D20C859B9C33779577811EF1F7C3A90CC0D247C6","7B97F282C76A393F591F6B29D20C859B9C33779577811EF1F7C3A90CC0D247C6","MATCH",""
"03_Edge_Server\mqtt_backend\staging\stage1\README.md","03_Edge_Server\mqtt_backend\staging\stage1\README.md","AEC2650B9F0F5B01527031B71FFBCE88AD5E4D37903318FDE5D9298F22823EC3","2C06213E8BD58456E974200E51760E82A4A35B617667745F16F372EE7D692024","EXPLAINED_CHANGE","Documents Stage 1 alert topic as RESERVED/UNUSED."
"03_Edge_Server\mqtt_backend\staging\stage1\Reset-Stage1-Preflight.ps1","03_Edge_Server\mqtt_backend\staging\stage1\Reset-Stage1-Preflight.ps1","8E82DF43F8AABDD30317334DE4538E01A6133AE3DBBE54835AA578CBE50D586D","8E82DF43F8AABDD30317334DE4538E01A6133AE3DBBE54835AA578CBE50D586D","MATCH",""
"03_Edge_Server\mqtt_backend\staging\stage1\runStage1PreflightChecks.js","03_Edge_Server\mqtt_backend\staging\stage1\runStage1PreflightChecks.js","F48419AB9998660CEC055163D39F48C438D86040FEEBDECC04086A4A48624F54","F48419AB9998660CEC055163D39F48C438D86040FEEBDECC04086A4A48624F54","MATCH",""
"03_Edge_Server\mqtt_backend\staging\stage1\Stage1.Common.ps1","03_Edge_Server\mqtt_backend\staging\stage1\Stage1.Common.ps1","79BC0425194A44A00091344512637ED044EA559CA5DB12FBECE5E13ADA8E00D3","79BC0425194A44A00091344512637ED044EA559CA5DB12FBECE5E13ADA8E00D3","MATCH",""
"03_Edge_Server\mqtt_backend\staging\stage1\Start-Stage1-Preflight.ps1","03_Edge_Server\mqtt_backend\staging\stage1\Start-Stage1-Preflight.ps1","77692019BFF4FF3B46158FF17F424B65CEFD836F2C5C0C1E31E3E5C0D816A846","77692019BFF4FF3B46158FF17F424B65CEFD836F2C5C0C1E31E3E5C0D816A846","MATCH",""
"03_Edge_Server\mqtt_backend\staging\stage1\Stop-Stage1-Preflight.ps1","03_Edge_Server\mqtt_backend\staging\stage1\Stop-Stage1-Preflight.ps1","40672BEEF1461152412C8286854B3FE44AC7B521D6E1869396106A1D2BAB785C","40672BEEF1461152412C8286854B3FE44AC7B521D6E1869396106A1D2BAB785C","MATCH",""
"03_Edge_Server\mqtt_backend\staging\Start-Staging.ps1","03_Edge_Server\mqtt_backend\staging\Start-Staging.ps1","C415285571ABB87ABF884E290C5D47558FD692AD5BB7A61FF46F7C8951FDDA32","C415285571ABB87ABF884E290C5D47558FD692AD5BB7A61FF46F7C8951FDDA32","MATCH",""
"03_Edge_Server\mqtt_backend\staging\Stop-Staging.ps1","03_Edge_Server\mqtt_backend\staging\Stop-Staging.ps1","603F88600B45D92576149E097051610A205F33CA15A61280F8CF45955880A5A7","603F88600B45D92576149E097051610A205F33CA15A61280F8CF45955880A5A7","MATCH",""
"03_Edge_Server\mqtt_backend\test\autoDosingSafety.test.js","03_Edge_Server\mqtt_backend\test\autoDosingSafety.test.js","D06C0341F44A9790D3FC0C6BC8E63204093965D6CA0BBB7CAEC670C71CFE125E","D06C0341F44A9790D3FC0C6BC8E63204093965D6CA0BBB7CAEC670C71CFE125E","MATCH",""
"03_Edge_Server\mqtt_backend\test\dashboardContract.test.js","03_Edge_Server\mqtt_backend\test\dashboardContract.test.js","6B9D16A0A7C2307C4AC8DB8E4CE4A5936F40D90A53352EB17F1BC551DDF52AC9","6B9D16A0A7C2307C4AC8DB8E4CE4A5936F40D90A53352EB17F1BC551DDF52AC9","MATCH",""
"03_Edge_Server\mqtt_backend\test\fixtures\stage1_actuator_lock_host_test.cpp","03_Edge_Server\mqtt_backend\test\fixtures\stage1_actuator_lock_host_test.cpp","16DA9E657A0CA38B4D32F89177108D8D1028C5F5BE4A1F7465E4DF468A172176","16DA9E657A0CA38B4D32F89177108D8D1028C5F5BE4A1F7465E4DF468A172176","MATCH",""
"03_Edge_Server\mqtt_backend\test\fixtures\telemetry_firmware_host_test.cpp","03_Edge_Server\mqtt_backend\test\fixtures\telemetry_firmware_host_test.cpp","4EE7B82D8F2A4D2FA9982F1F510EE66EC372B0F583E99AE9F0214893C0E61B46","4EE7B82D8F2A4D2FA9982F1F510EE66EC372B0F583E99AE9F0214893C0E61B46","MATCH",""
"03_Edge_Server\mqtt_backend\test\phase21FixBehavior.test.js","03_Edge_Server\mqtt_backend\test\phase21FixBehavior.test.js","5477BEBBB55A59CD3FF1433BDAD2C0A1EEE576F70CC7BC5DB295386B2636DD1B","5477BEBBB55A59CD3FF1433BDAD2C0A1EEE576F70CC7BC5DB295386B2636DD1B","MATCH",""
"03_Edge_Server\mqtt_backend\test\phase22aFix1.test.js","03_Edge_Server\mqtt_backend\test\phase22aFix1.test.js","835DD6FBD45C4BD1DA8ED0D38DAC277592EA9559DAF3E9CAAA45722D14A3D007","835DD6FBD45C4BD1DA8ED0D38DAC277592EA9559DAF3E9CAAA45722D14A3D007","MATCH",""
"03_Edge_Server\mqtt_backend\test\phase22Pipeline.test.js","03_Edge_Server\mqtt_backend\test\phase22Pipeline.test.js","A4BF2038C6683AAE3A0A2197A2F2772C083C52D66D251A990C5F6B59455C3DC1","A4BF2038C6683AAE3A0A2197A2F2772C083C52D66D251A990C5F6B59455C3DC1","MATCH",""
"03_Edge_Server\mqtt_backend\test\phase22ShadowEngine.test.js","03_Edge_Server\mqtt_backend\test\phase22ShadowEngine.test.js","DCBF33BB62288231FC61D491B722991F361E257FA8F3C4AD345AF39D00B36FD7","DCBF33BB62288231FC61D491B722991F361E257FA8F3C4AD345AF39D00B36FD7","MATCH",""
"03_Edge_Server\mqtt_backend\test\phase22TelemetryIdentity.test.js","03_Edge_Server\mqtt_backend\test\phase22TelemetryIdentity.test.js","ECD4F2736B37104B83E49E5783618DBC5810499AD669DCB77055D3EDE40304C0","ECD4F2736B37104B83E49E5783618DBC5810499AD669DCB77055D3EDE40304C0","MATCH",""
"03_Edge_Server\mqtt_backend\test\stabilityMigration.test.js","03_Edge_Server\mqtt_backend\test\stabilityMigration.test.js","C1FBDC9B2711C7240FE1C65DE7BE6E0F6B1115349E97D62389872EA6B0424E0B","C1FBDC9B2711C7240FE1C65DE7BE6E0F6B1115349E97D62389872EA6B0424E0B","MATCH",""
"03_Edge_Server\mqtt_backend\test\stage0Safety.test.js","03_Edge_Server\mqtt_backend\test\stage0Safety.test.js","467FAB93B8945E3E3F0E2A37A21208D896E55EF96AF3A678CCEFDCFF0B34A4A1","467FAB93B8945E3E3F0E2A37A21208D896E55EF96AF3A678CCEFDCFF0B34A4A1","MATCH",""
"03_Edge_Server\mqtt_backend\test\stage1PreflightSafety.test.js","03_Edge_Server\mqtt_backend\test\stage1PreflightSafety.test.js","E46A9F834911A7A7BE35289426AC47CE96F1D83C656A1C76A3A59FBEA951AB4D","D1705C02FE537B67FAB0627E2BF8E8B7C8C97097A10D6A0B8F21CA627928886E","EXPLAINED_CHANGE","Adds executable RESERVED/UNUSED alert assertion."
"03_Edge_Server\mqtt_backend\test\tdsCalibration.test.js","03_Edge_Server\mqtt_backend\test\tdsCalibration.test.js","9F130C925514BB3244B332FDFCA4CE64A9AF94EFDCFFB91BA724C105B49ED3BE","9F130C925514BB3244B332FDFCA4CE64A9AF94EFDCFFB91BA724C105B49ED3BE","MATCH",""
"03_Edge_Server\mqtt_backend\testSupport\fakeMongo.js","03_Edge_Server\mqtt_backend\testSupport\fakeMongo.js","1C0ADEFCBA6DCF6502071A727E97BB54265DA29CA89E85925DABAD8E79F19901","1C0ADEFCBA6DCF6502071A727E97BB54265DA29CA89E85925DABAD8E79F19901","MATCH",""
"03_Edge_Server\README.md","03_Edge_Server\README.md","9FEBD8ECC121B4975553F91075B8E927478923E5239E43CC8E794CE1F9D4033B","9FEBD8ECC121B4975553F91075B8E927478923E5239E43CC8E794CE1F9D4033B","MATCH",""
"04_Database\mongodb_schema.md","04_Database\mongodb_schema.md","10C687084033F6E9A31F1E36A89F8BD182A4875AA1416FEB1295F6F1039C9A0B","10C687084033F6E9A31F1E36A89F8BD182A4875AA1416FEB1295F6F1039C9A0B","MATCH",""
"04_Database\sample_payload.json","04_Database\sample_payload.json","A087DA777E8B9F86A27034E3409AA1A9D4262EC6CC7F901DA16DDF3D22355D0C","A087DA777E8B9F86A27034E3409AA1A9D4262EC6CC7F901DA16DDF3D22355D0C","MATCH",""
"05_Calibration_Data\notes.txt","05_Calibration_Data\notes.txt","D6E1953E1C28E3E929CE75CABE038137C2C9E7340C091AF19AC338E98D278477","D6E1953E1C28E3E929CE75CABE038137C2C9E7340C091AF19AC338E98D278477","MATCH",""
"05_Calibration_Data\pump_A_calibration.csv","05_Calibration_Data\pump_A_calibration.csv","BCD7B1C82803F4332DA3196F66EF9EB5F08ADDEE9576309558900336272D8635","BCD7B1C82803F4332DA3196F66EF9EB5F08ADDEE9576309558900336272D8635","MATCH",""
"05_Calibration_Data\pump_B_calibration.csv","05_Calibration_Data\pump_B_calibration.csv","BCD7B1C82803F4332DA3196F66EF9EB5F08ADDEE9576309558900336272D8635","BCD7B1C82803F4332DA3196F66EF9EB5F08ADDEE9576309558900336272D8635","MATCH",""
"05_Calibration_Data\tds_calibration.csv","05_Calibration_Data\tds_calibration.csv","2991E8B145E4AC2938D53C6B156B8D995DF3A8DCB165E9E47B65EFA06E2762F9","2991E8B145E4AC2938D53C6B156B8D995DF3A8DCB165E9E47B65EFA06E2762F9","MATCH",""
"CODEX_PHASE21_FIX1_FINAL_REPORT.md","00_Docs\Phase_Reports\CODEX_PHASE21_FIX1_FINAL_REPORT.md","4BE903CFBAACBFA81448B37A3A4EB5148E2863EE03D0D72CE5D4507F26CDF9A8","4BE903CFBAACBFA81448B37A3A4EB5148E2863EE03D0D72CE5D4507F26CDF9A8","MATCH",""
"CODEX_PHASE21_FIX2_FINAL_REPORT.md","00_Docs\Phase_Reports\CODEX_PHASE21_FIX2_FINAL_REPORT.md","398352EC2E21719D69554F0C035277958478ACFC20079E321F98935F443E08F6","398352EC2E21719D69554F0C035277958478ACFC20079E321F98935F443E08F6","MATCH",""
"CODEX_PHASE22B_STAGE0_REPORT.md","00_Docs\Phase_Reports\CODEX_PHASE22B_STAGE0_REPORT.md","B08AAB6A00FC51115ECC254BB65EBF39A2B490AA3441A9F4AE46ACDCC30587CE","B08AAB6A00FC51115ECC254BB65EBF39A2B490AA3441A9F4AE46ACDCC30587CE","MATCH",""
"CODEX_PHASE22B_STAGE1_PREFLIGHT.patch","00_Docs\Patches\CODEX_PHASE22B_STAGE1_PREFLIGHT.patch","2FE9A2817E6C3F36369C7A7BEAA7E8FA891465ECC7014A93434F465877FE2D82","2FE9A2817E6C3F36369C7A7BEAA7E8FA891465ECC7014A93434F465877FE2D82","MATCH",""
"CODEX_PHASE22B_STAGE1_PREFLIGHT_REPORT.md","00_Docs\Phase_Reports\CODEX_PHASE22B_STAGE1_PREFLIGHT_REPORT.md","AB006ABED86C1B0CB46CE9745DCCCBA55E6D583F4CDBBAD0EBAB58DF8D44BE14","AB006ABED86C1B0CB46CE9745DCCCBA55E6D583F4CDBBAD0EBAB58DF8D44BE14","MATCH",""
"README.md","README.md","12DDFDB71CF6D01E27181CEC48A2A725C3C844E1C94E8B94190C358AB02CDFB1","12DDFDB71CF6D01E27181CEC48A2A725C3C844E1C94E8B94190C358AB02CDFB1","MATCH",""
